month,day_of_week,food_category,order_platform,payment_method,time_slot,items_ordered,order_value,discount_percent,prep_time_mins,delivery_time_mins,is_repeat_customer,distance_km,driver_rating,weather_condition,kitchen_load,customer_complaint_history,payment_failed_attempt,promo_code_used,order_status
Sep-23,Tuesday,Biryani,Swiggy,Credit Card,Dinner (8-11pm),3,691.17,0,30,15,0,3.8,4.5,Clear,Medium,0,0,1,Delivered
Jun-24,Monday,Burgers,Zomato,Credit Card,Dinner (8-11pm),4,611.28,20,15,29,0,15.7,3.8,Cloudy,Very High,1,1,0,Cancelled
Jul-23,Saturday,Beverages,Swiggy,Credit Card,Lunch (11am-2pm),2,321.4,5,8,50,0,7.9,3.6,Stormy,Low,0,0,0,Delivered
Mar-24,Monday,Pizza,Direct App,Wallet,Morning (7-11am),5,1994.85,5,18,38,0,14.9,2.9,Rainy,High,0,0,0,Delivered
Feb-24,Saturday,Pasta,Zomato,UPI,Late Night (11pm-2am),5,1431.95,10,23,63,0,4.7,3.3,Clear,Medium,2,0,1,Delivered
Dec-23,Friday,Pasta,Zomato,Cash on Delivery,Late Night (11pm-2am),4,1662.2,0,20,41,0,12.5,3.6,Clear,High,1,0,0,Delivered
Jan-24,Monday,Chinese,Swiggy,Credit Card,Late Night (11pm-2am),1,328.83,10,22,27,1,13.8,2.7,Cloudy,Medium,0,0,0,Delivered
Nov-24,Thursday,Beverages,Website,Credit Card,Lunch (11am-2pm),3,512.73,25,3,20,0,2.2,3.1,Cloudy,Medium,1,0,0,Delivered
Jan-23,Saturday,Pizza,Direct App,Cash on Delivery,Dinner (8-11pm),1,408,25,16,42,0,9.1,4,Clear,High,0,0,1,Delivered
Jun-24,Thursday,South Indian,Website,Debit Card,Dinner (8-11pm),2,248.74,0,12,15,0,4.2,4.3,Rainy,High,0,0,1,Delivered
Oct-24,Thursday,South Indian,Website,Cash on Delivery,Evening (5-8pm),4,610.8,25,17,20,0,2.5,5,Cloudy,High,2,1,0,Cancelled
Nov-24,Monday,Biryani,Website,Credit Card,Afternoon (2-5pm),5,1506.1,10,34,20,0,24.8,4.8,Rainy,Low,0,0,0,Delivered
Apr-24,Friday,Pasta,Website,UPI,Dinner (8-11pm),2,997.22,0,26,43,0,8.7,4.1,Rainy,High,0,0,1,Delivered
Nov-23,Saturday,South Indian,Swiggy,Cash on Delivery,Lunch (11am-2pm),2,167.16,25,13,22,0,20.4,3.6,Cloudy,Low,0,0,0,Delivered
Jul-23,Tuesday,Burgers,Website,Cash on Delivery,Afternoon (2-5pm),4,995.76,15,20,40,0,7.1,4.1,Clear,Medium,0,0,0,Delivered
Oct-23,Saturday,Pasta,Zomato,Cash on Delivery,Dinner (8-11pm),4,1316.24,0,26,39,0,17.4,4.5,Cloudy,Medium,1,0,0,Delivered
Mar-24,Sunday,Desserts,Website,Cash on Delivery,Dinner (8-11pm),6,752.94,20,12,19,0,19.2,2.8,Clear,Medium,0,1,1,Cancelled
Sep-24,Wednesday,Healthy Bowls,Zomato,Credit Card,Afternoon (2-5pm),3,1235.31,15,13,17,0,15.3,3.5,Cloudy,Medium,0,1,0,Delivered
Nov-24,Friday,Beverages,Zomato,Cash on Delivery,Afternoon (2-5pm),1,48.71,20,9,21,0,12.3,4.6,Clear,Very High,0,0,1,Delivered
Aug-24,Friday,Pasta,Swiggy,Cash on Delivery,Evening (5-8pm),3,650.37,0,24,25,0,10.9,3.5,Cloudy,Low,1,1,0,Delivered
Sep-24,Friday,Pizza,Swiggy,Wallet,Evening (5-8pm),2,967.48,5,21,44,0,9.4,3.9,Clear,High,0,0,0,Delivered
Aug-23,Saturday,Wraps & Rolls,Zomato,Credit Card,Late Night (11pm-2am),2,495.92,0,11,53,0,23.3,4,Clear,Medium,0,0,1,Delivered
May-23,Monday,Pizza,Zomato,Debit Card,Lunch (11am-2pm),5,2768.6,10,17,38,0,20.9,3,Clear,Low,0,0,0,Delivered
Jun-24,Tuesday,Biryani,Swiggy,Cash on Delivery,Late Night (11pm-2am),5,1606.35,25,25,44,0,24.2,3.4,Clear,Low,0,0,0,Delivered
Aug-23,Friday,Biryani,Zomato,UPI,Lunch (11am-2pm),6,2214.48,25,33,33,0,4,3.3,Cloudy,Very High,0,0,0,Cancelled
Sep-24,Wednesday,Biryani,Website,Credit Card,Lunch (11am-2pm),4,1274.6,5,31,21,0,18.5,2.6,Cloudy,High,0,0,1,Delivered
Jan-24,Sunday,Beverages,Swiggy,Cash on Delivery,Late Night (11pm-2am),3,392.7,10,3,29,0,23.5,2.6,Cloudy,Very High,0,0,1,Cancelled
Dec-23,Saturday,Beverages,Direct App,UPI,Late Night (11pm-2am),4,427.76,5,5,21,0,5.3,4.6,Clear,Very High,0,0,1,Delivered
Jan-24,Friday,Desserts,Direct App,UPI,Late Night (11pm-2am),5,1097.45,0,6,38,0,2.6,3.2,Clear,Medium,0,0,1,Delivered
Feb-24,Friday,Chinese,Swiggy,UPI,Morning (7-11am),6,1488.06,0,20,43,0,18.8,3.8,Clear,Medium,1,1,0,Delivered
Jan-24,Tuesday,Wraps & Rolls,Direct App,Debit Card,Lunch (11am-2pm),6,690,25,10,19,0,14.8,3.2,Clear,High,0,0,0,Delivered
Jun-24,Tuesday,Chinese,Swiggy,Cash on Delivery,Dinner (8-11pm),1,385.37,20,23,25,0,21.2,4.9,Rainy,Medium,0,0,1,Delivered
Mar-23,Tuesday,Pizza,Direct App,Debit Card,Morning (7-11am),1,483.36,0,20,36,0,4.4,3.1,Clear,Medium,0,0,0,Delivered
Dec-23,Wednesday,Pizza,Zomato,Credit Card,Late Night (11pm-2am),3,1212.27,25,19,20,0,20.1,3.6,Clear,Medium,1,0,0,Delivered
Dec-23,Friday,South Indian,Direct App,Cash on Delivery,Dinner (8-11pm),3,329.01,5,21,20,0,5.8,4.7,Clear,Medium,1,0,0,Delivered
May-23,Wednesday,Burgers,Zomato,Cash on Delivery,Dinner (8-11pm),6,683.82,5,18,38,0,4.9,4.6,Clear,Medium,0,0,0,Delivered
Aug-24,Saturday,South Indian,Website,Credit Card,Evening (5-8pm),3,471.24,0,21,41,0,4.9,3,Cloudy,Low,1,0,1,Delivered
May-24,Thursday,Healthy Bowls,Website,UPI,Evening (5-8pm),5,1637.5,0,19,44,0,20.5,4.5,Cloudy,Medium,0,0,0,Delivered
Mar-24,Tuesday,South Indian,Zomato,Credit Card,Afternoon (2-5pm),2,384.7,0,21,40,0,17,3.6,Clear,Medium,0,0,0,Delivered
Feb-24,Sunday,Beverages,Swiggy,UPI,Afternoon (2-5pm),5,279.65,5,4,38,0,13.6,3.7,Clear,Medium,1,0,1,Delivered
Jun-23,Saturday,Pasta,Direct App,Credit Card,Afternoon (2-5pm),5,1155.2,0,26,17,0,9.6,2.8,Clear,Medium,1,0,0,Delivered
Jan-24,Tuesday,Pizza,Swiggy,UPI,Evening (5-8pm),3,1320.93,5,30,31,0,22.1,2.7,Clear,High,1,0,0,Delivered
Jul-23,Wednesday,Healthy Bowls,Swiggy,Wallet,Evening (5-8pm),3,1357.41,25,15,33,0,10.4,4.3,Clear,Low,1,1,0,Delivered
Aug-24,Wednesday,Pizza,Swiggy,Debit Card,Dinner (8-11pm),6,1464.54,5,28,37,0,20.6,3.7,Stormy,Medium,1,0,1,Refunded
Jul-23,Wednesday,Pizza,Direct App,Cash on Delivery,Late Night (11pm-2am),4,1213.28,15,18,42,0,11.5,3.6,Cloudy,High,0,1,1,Delivered
Jun-23,Tuesday,Desserts,Direct App,UPI,Morning (7-11am),3,415.26,0,9,33,0,10,4.3,Cloudy,Medium,0,0,1,Delivered
Jul-24,Monday,Biryani,Direct App,UPI,Morning (7-11am),2,683.58,10,34,18,0,12.1,4.4,Clear,Medium,0,2,1,Delivered
Apr-24,Sunday,Pasta,Swiggy,UPI,Lunch (11am-2pm),4,1244,15,28,44,0,8.2,2.9,Clear,High,0,0,0,Delivered
Apr-24,Sunday,Biryani,Zomato,Wallet,Evening (5-8pm),3,1218.99,15,24,54,0,18.9,4,Cloudy,Medium,2,0,1,Delivered
Jun-24,Saturday,South Indian,Swiggy,Wallet,Dinner (8-11pm),3,447.63,10,22,39,0,13.1,2.8,Cloudy,High,1,2,1,Cancelled
Jul-23,Tuesday,Healthy Bowls,Zomato,Wallet,Dinner (8-11pm),2,475.32,0,14,35,0,6.6,4.4,Cloudy,High,0,0,0,Delivered
Nov-23,Wednesday,Pasta,Website,UPI,Dinner (8-11pm),5,1467.65,0,23,39,0,22.6,4.1,Clear,High,1,0,0,Delivered
Dec-23,Saturday,Beverages,Website,UPI,Morning (7-11am),1,164.31,25,4,40,0,10.2,4.9,Cloudy,Medium,1,0,1,Delivered
Nov-24,Monday,Wraps & Rolls,Website,Cash on Delivery,Evening (5-8pm),5,911.2,10,16,24,0,14,2.7,Clear,Low,1,0,1,Delivered
May-23,Thursday,Healthy Bowls,Swiggy,Credit Card,Lunch (11am-2pm),4,1356.16,0,16,39,0,22.8,2.6,Rainy,Medium,0,1,1,Cancelled
Nov-23,Saturday,Pasta,Website,Cash on Delivery,Morning (7-11am),1,326.11,20,18,45,0,16,3.2,Cloudy,Medium,0,0,1,Delivered
Jan-23,Thursday,Biryani,Swiggy,Cash on Delivery,Dinner (8-11pm),1,356.4,10,26,33,0,3.8,3.2,Cloudy,Medium,3,0,0,Delivered
Jan-24,Monday,Pizza,Direct App,Debit Card,Lunch (11am-2pm),5,1352,20,30,31,0,23.6,3.1,Clear,Medium,0,0,0,Delivered
Oct-23,Tuesday,South Indian,Swiggy,Debit Card,Morning (7-11am),4,475.28,0,16,17,0,16.1,4.8,Cloudy,Medium,0,0,0,Delivered
Nov-23,Thursday,Biryani,Direct App,Cash on Delivery,Lunch (11am-2pm),2,773.8,15,31,25,0,9,3.1,Clear,Low,0,0,0,Delivered
Jun-23,Friday,Healthy Bowls,Zomato,Debit Card,Lunch (11am-2pm),3,1256.49,20,20,50,0,4.3,3.2,Clear,Medium,0,0,1,Delivered
Dec-24,Monday,Beverages,Zomato,UPI,Evening (5-8pm),3,204.81,0,8,22,0,20.1,4.4,Clear,Medium,1,0,0,Delivered
Jun-24,Monday,Pasta,Website,Debit Card,Dinner (8-11pm),5,1227.95,0,21,21,0,15.9,3.6,Cloudy,High,0,0,0,Delivered
Jul-24,Friday,Desserts,Zomato,Wallet,Evening (5-8pm),1,142.06,25,15,54,0,13.8,4.4,Clear,Low,0,1,0,Delivered
May-24,Monday,Healthy Bowls,Direct App,UPI,Late Night (11pm-2am),2,679.98,0,11,55,0,22.5,2.7,Clear,Medium,0,0,0,Delivered
Jul-23,Monday,Wraps & Rolls,Swiggy,Credit Card,Evening (5-8pm),6,1407.66,10,8,33,0,19.9,3.7,Rainy,Very High,0,0,0,Delivered
Dec-23,Sunday,Biryani,Swiggy,Debit Card,Morning (7-11am),4,780.4,25,34,42,0,4.6,2.6,Clear,Low,1,0,0,Delivered
Oct-24,Monday,Pizza,Direct App,UPI,Afternoon (2-5pm),3,789.15,25,18,27,0,8.5,2.7,Cloudy,Medium,1,0,0,Refunded
Sep-23,Thursday,Pizza,Zomato,UPI,Afternoon (2-5pm),5,1163.35,20,18,24,0,7,4.8,Clear,Low,0,0,0,Delivered
Jan-23,Wednesday,Pizza,Direct App,Cash on Delivery,Afternoon (2-5pm),3,736.65,0,23,27,0,18.9,2.8,Clear,High,0,2,1,Cancelled
Jun-24,Thursday,Beverages,Swiggy,Cash on Delivery,Afternoon (2-5pm),4,362,0,3,33,0,1.8,3.8,Rainy,Medium,2,0,0,Delivered
May-23,Friday,Healthy Bowls,Website,Wallet,Morning (7-11am),1,423.75,10,11,19,0,14.7,3.5,Clear,Medium,0,1,0,Delivered
Nov-24,Friday,Pasta,Website,Cash on Delivery,Morning (7-11am),3,748.92,10,27,30,0,19.3,3.4,Clear,Medium,0,0,0,Delivered
Oct-23,Thursday,Pizza,Direct App,UPI,Dinner (8-11pm),2,735.48,0,23,28,0,22,4.7,Cloudy,High,1,0,0,Delivered
Feb-23,Friday,Burgers,Swiggy,Cash on Delivery,Evening (5-8pm),5,567.7,25,13,38,0,9.2,2.6,Cloudy,Low,0,0,0,Delivered
Feb-24,Sunday,Pasta,Zomato,Debit Card,Dinner (8-11pm),1,407.21,0,27,17,0,20.7,4.2,Cloudy,Low,0,0,1,Delivered
Nov-24,Tuesday,Wraps & Rolls,Zomato,UPI,Evening (5-8pm),1,188.33,20,18,18,0,3.7,4.9,Clear,High,0,0,1,Delivered
May-23,Thursday,South Indian,Direct App,UPI,Dinner (8-11pm),4,1028.96,10,19,31,0,21.3,3.9,Clear,Medium,0,1,0,Delivered
Jul-23,Saturday,Biryani,Direct App,Wallet,Dinner (8-11pm),1,307.57,25,29,16,0,4.1,4.8,Cloudy,High,0,0,0,Delivered
Jun-24,Friday,Burgers,Zomato,Cash on Delivery,Afternoon (2-5pm),2,388.86,15,13,44,0,10.5,2.6,Cloudy,Medium,0,1,1,Cancelled
Jun-24,Tuesday,Pizza,Zomato,Credit Card,Late Night (11pm-2am),3,1766.82,0,24,17,0,20.1,3.5,Rainy,High,1,0,1,Delivered
Jul-24,Saturday,Burgers,Direct App,Cash on Delivery,Afternoon (2-5pm),2,234.9,15,13,23,0,4.6,3.2,Rainy,Medium,0,0,1,Delivered
Aug-24,Thursday,Pasta,Swiggy,Credit Card,Afternoon (2-5pm),4,1416.84,0,26,38,0,6.5,4.3,Rainy,High,1,0,0,Refunded
May-24,Sunday,Biryani,Zomato,Cash on Delivery,Evening (5-8pm),1,326.92,10,31,29,0,18.3,5,Clear,Very High,0,0,0,Delivered
May-24,Saturday,Pizza,Direct App,Wallet,Afternoon (2-5pm),5,1471.35,0,15,33,0,18.3,3.1,Clear,Medium,0,2,0,Cancelled
Mar-23,Tuesday,Chinese,Swiggy,Credit Card,Dinner (8-11pm),6,1403.22,5,18,19,0,16.4,4.1,Rainy,Low,0,0,0,Delivered
Aug-23,Wednesday,Healthy Bowls,Swiggy,UPI,Lunch (11am-2pm),4,1289.12,20,12,23,0,17.7,3,Clear,Medium,0,0,0,Delivered
Jan-23,Thursday,Pasta,Website,Credit Card,Evening (5-8pm),6,2767.38,25,23,22,0,14,3.9,Clear,Low,0,0,0,Delivered
Jul-24,Saturday,Pasta,Zomato,Credit Card,Evening (5-8pm),5,1819.05,10,24,28,0,7,3.7,Rainy,Medium,0,0,0,Delivered
May-24,Wednesday,Biryani,Direct App,Credit Card,Dinner (8-11pm),3,1160.76,25,34,30,0,9.3,4.9,Rainy,Medium,1,0,1,Delivered
Jun-24,Sunday,Healthy Bowls,Direct App,Debit Card,Late Night (11pm-2am),5,1838.55,15,17,27,0,5.4,4,Clear,Medium,0,0,1,Delivered
Nov-23,Thursday,Chinese,Website,Debit Card,Afternoon (2-5pm),5,1902.05,0,17,17,1,22.8,3.4,Clear,Medium,0,0,0,Delivered
Mar-24,Wednesday,Beverages,Website,Cash on Delivery,Afternoon (2-5pm),1,119.78,0,5,25,0,15,2.8,Clear,Medium,1,0,1,Delivered
Feb-24,Thursday,Pasta,Website,Wallet,Afternoon (2-5pm),3,752.01,20,17,29,0,10.6,2.9,Rainy,High,1,0,0,Delivered
Jul-23,Thursday,Pasta,Zomato,Credit Card,Lunch (11am-2pm),6,1510.26,10,16,24,0,12.1,3.1,Stormy,Low,0,0,1,Delivered
May-24,Saturday,Desserts,Direct App,Cash on Delivery,Evening (5-8pm),1,204.2,15,6,16,0,23.7,3.1,Clear,Low,0,0,0,Delivered
Jan-23,Sunday,Burgers,Swiggy,Debit Card,Afternoon (2-5pm),5,538.65,0,10,44,0,4.7,4.6,Clear,Low,0,0,0,Delivered
Nov-23,Monday,Wraps & Rolls,Direct App,Wallet,Evening (5-8pm),4,896.48,10,11,22,0,15.1,3.9,Rainy,Medium,0,0,0,Delivered
Apr-24,Thursday,Beverages,Swiggy,UPI,Late Night (11pm-2am),2,289.7,5,9,27,0,13.1,3.8,Clear,Medium,0,0,0,Delivered
Jun-24,Wednesday,Pasta,Zomato,Credit Card,Late Night (11pm-2am),2,862.74,25,19,18,0,15.7,2.8,Cloudy,Medium,0,0,1,Delivered
Jul-24,Tuesday,Pizza,Swiggy,Wallet,Lunch (11am-2pm),6,2810.76,5,27,36,0,1.4,4.7,Stormy,Medium,0,0,0,Delivered
Apr-23,Saturday,Pizza,Zomato,UPI,Evening (5-8pm),5,2149,0,18,33,0,21.9,4.3,Clear,High,0,0,0,Delivered
Feb-24,Friday,Pizza,Swiggy,Wallet,Evening (5-8pm),4,2160.48,10,17,27,0,23.4,2.7,Cloudy,Low,1,0,0,Delivered
Sep-24,Friday,Beverages,Website,Cash on Delivery,Evening (5-8pm),2,358.52,25,4,27,0,14.6,4.3,Clear,High,2,0,0,Delivered
Jun-23,Friday,Healthy Bowls,Zomato,Wallet,Late Night (11pm-2am),3,523.77,0,20,19,0,17.7,3.9,Clear,High,0,1,0,Delivered
Feb-23,Tuesday,Healthy Bowls,Swiggy,Cash on Delivery,Dinner (8-11pm),6,2849.4,0,14,20,0,23.1,2.7,Rainy,High,0,0,1,Cancelled
Aug-23,Saturday,Pasta,Direct App,Cash on Delivery,Morning (7-11am),6,1190.28,25,22,40,0,18,3.6,Clear,Very High,1,0,1,Delivered
May-24,Monday,Chinese,Website,Cash on Delivery,Lunch (11am-2pm),6,2168.46,0,20,41,0,4.7,3.7,Stormy,Low,2,0,1,Delivered
May-24,Wednesday,Wraps & Rolls,Zomato,Wallet,Dinner (8-11pm),2,396.24,0,15,39,0,14.8,2.9,Cloudy,Low,0,0,1,Delivered
Jan-23,Wednesday,Pasta,Direct App,UPI,Evening (5-8pm),1,196.76,15,22,51,0,15.6,4.9,Clear,High,0,0,0,Delivered
Oct-24,Wednesday,Beverages,Direct App,Debit Card,Evening (5-8pm),6,697.98,0,7,36,1,11.2,4.6,Clear,Medium,1,0,1,Delivered
Jun-24,Friday,Pizza,Direct App,Cash on Delivery,Evening (5-8pm),4,1086.44,15,24,42,0,18.7,4.2,Clear,Medium,0,0,0,Delivered
Jun-23,Monday,Burgers,Swiggy,UPI,Morning (7-11am),5,588.4,15,15,22,0,23.4,3.7,Clear,High,1,0,1,Delivered
Jan-23,Tuesday,Desserts,Swiggy,Debit Card,Lunch (11am-2pm),4,242.92,0,15,32,0,23.2,3.5,Clear,High,1,0,0,Refunded
Jan-23,Thursday,Desserts,Website,Credit Card,Lunch (11am-2pm),5,450.4,25,14,43,0,11.8,4.1,Clear,Very High,0,0,1,Delivered
Jul-24,Saturday,Chinese,Swiggy,Debit Card,Afternoon (2-5pm),6,1084.08,10,15,26,0,3.7,3.9,Clear,Very High,1,0,1,Delivered
Jul-23,Sunday,Beverages,Website,Wallet,Evening (5-8pm),6,843.78,15,3,19,0,24.6,2.7,Cloudy,High,0,0,1,Delivered
Dec-24,Friday,Beverages,Swiggy,Credit Card,Dinner (8-11pm),5,409.45,25,5,36,0,21.1,3.8,Cloudy,Medium,0,0,1,Delivered
Sep-24,Sunday,Pasta,Direct App,Cash on Delivery,Dinner (8-11pm),2,981.38,0,27,46,0,4,4.5,Cloudy,High,0,0,1,Delivered
May-24,Saturday,Burgers,Direct App,Wallet,Dinner (8-11pm),1,261.23,5,14,40,0,23.1,3.6,Clear,Low,0,1,1,Delivered
Feb-24,Monday,Chinese,Zomato,Cash on Delivery,Afternoon (2-5pm),4,1167.64,0,26,59,0,21.9,2.6,Clear,Medium,0,0,0,Delivered
Jul-24,Tuesday,Biryani,Swiggy,Debit Card,Afternoon (2-5pm),2,432.14,15,32,22,0,13.5,4.5,Cloudy,High,0,0,0,Delivered
Jun-24,Monday,Wraps & Rolls,Direct App,Wallet,Dinner (8-11pm),1,205.7,20,13,26,0,15.2,3,Clear,Medium,0,0,0,Delivered
Sep-23,Friday,Healthy Bowls,Swiggy,UPI,Late Night (11pm-2am),2,362.76,0,15,31,0,10.6,3.1,Clear,Medium,2,1,0,Cancelled
May-24,Monday,Burgers,Website,Wallet,Late Night (11pm-2am),1,220.22,5,15,42,0,2.3,2.9,Rainy,Low,0,0,0,Delivered
Aug-23,Friday,Biryani,Website,Credit Card,Evening (5-8pm),2,767.5,15,21,27,0,9,3.3,Rainy,High,0,0,0,Delivered
Nov-24,Friday,Beverages,Zomato,Wallet,Morning (7-11am),4,376.16,0,6,43,0,20.3,4.4,Cloudy,Medium,0,0,0,Delivered
Jan-24,Friday,Burgers,Swiggy,Wallet,Morning (7-11am),4,1251.64,0,14,29,0,1.1,3.8,Clear,High,1,0,1,Delivered
Apr-24,Friday,Pasta,Zomato,Wallet,Late Night (11pm-2am),6,1218.06,15,25,38,0,9,3,Rainy,Medium,0,2,1,Cancelled
Mar-24,Saturday,Healthy Bowls,Swiggy,UPI,Late Night (11pm-2am),6,2796.12,0,12,33,0,10.6,4.7,Cloudy,High,0,0,0,Delivered
Jul-23,Sunday,Chinese,Zomato,Wallet,Late Night (11pm-2am),1,211.07,0,21,32,0,13.9,4.7,Rainy,High,0,0,0,Delivered
Dec-23,Thursday,Beverages,Swiggy,Debit Card,Morning (7-11am),4,471.92,5,4,16,0,23.1,4.7,Rainy,Medium,1,1,0,Cancelled
Jan-23,Thursday,Healthy Bowls,Direct App,UPI,Dinner (8-11pm),4,974.76,0,19,55,0,9.3,3.1,Rainy,Medium,2,0,0,Cancelled
Aug-24,Friday,Beverages,Direct App,UPI,Afternoon (2-5pm),4,635.12,5,5,19,0,9.3,3.6,Cloudy,Medium,0,0,1,Delivered
Oct-23,Tuesday,Pasta,Swiggy,UPI,Afternoon (2-5pm),2,534.54,20,19,29,0,18.7,5,Clear,Very High,1,0,0,Delivered
Mar-24,Saturday,Biryani,Zomato,Cash on Delivery,Evening (5-8pm),5,1163.7,0,33,38,0,11.9,4.4,Cloudy,High,0,0,0,Delivered
Aug-24,Friday,Chinese,Website,Credit Card,Late Night (11pm-2am),4,1237.6,0,25,29,0,6.4,2.6,Cloudy,Very High,0,0,1,Delivered
Oct-24,Friday,Pizza,Direct App,Cash on Delivery,Dinner (8-11pm),3,1371.51,0,20,31,0,11.9,2.7,Cloudy,Medium,1,0,1,Refunded
Jul-23,Monday,Beverages,Direct App,Credit Card,Late Night (11pm-2am),2,133.44,25,6,18,0,4.4,3.7,Clear,High,1,0,0,Refunded
Oct-23,Friday,Healthy Bowls,Website,UPI,Dinner (8-11pm),5,2111.05,5,11,29,0,5.2,4.8,Clear,High,2,0,1,Refunded
Sep-24,Friday,Chinese,Zomato,Credit Card,Dinner (8-11pm),6,1286.28,0,27,40,0,13,3.8,Rainy,High,0,1,0,Cancelled
Nov-24,Saturday,South Indian,Direct App,Debit Card,Dinner (8-11pm),5,822.5,20,15,34,0,11.1,3.7,Cloudy,Very High,1,0,0,Delivered
May-23,Thursday,Wraps & Rolls,Direct App,Credit Card,Late Night (11pm-2am),6,1558.2,0,12,41,0,23,2.8,Stormy,Medium,1,1,0,Cancelled
Jul-24,Thursday,Burgers,Website,Cash on Delivery,Dinner (8-11pm),3,914.97,25,20,48,0,9.7,4.1,Rainy,Low,1,0,0,Refunded
Oct-24,Wednesday,Healthy Bowls,Zomato,Cash on Delivery,Afternoon (2-5pm),2,696.16,0,13,59,0,14.9,4.6,Cloudy,High,0,0,0,Delivered
Jan-23,Saturday,Beverages,Swiggy,Cash on Delivery,Evening (5-8pm),5,706.15,25,10,23,0,16.2,3.5,Cloudy,High,0,1,0,Delivered
Mar-23,Sunday,Wraps & Rolls,Zomato,Cash on Delivery,Lunch (11am-2pm),5,650.8,15,13,21,0,1.3,4.4,Rainy,Medium,0,0,1,Delivered
Dec-23,Saturday,Chinese,Swiggy,Debit Card,Evening (5-8pm),4,734.72,25,18,30,0,16.9,4.9,Cloudy,Medium,0,0,1,Delivered
Feb-23,Sunday,South Indian,Direct App,UPI,Evening (5-8pm),1,214,10,14,32,0,5.3,3,Cloudy,Medium,0,0,0,Delivered
Aug-23,Tuesday,Biryani,Direct App,Credit Card,Morning (7-11am),6,1556.04,15,32,23,0,24.1,3.8,Clear,Medium,0,0,0,Delivered
Apr-24,Tuesday,Pizza,Swiggy,UPI,Dinner (8-11pm),1,276.82,15,26,59,0,4.6,3.2,Clear,Medium,0,0,1,Refunded
Nov-23,Sunday,Desserts,Website,Debit Card,Evening (5-8pm),2,343.02,0,12,17,0,11,4.5,Cloudy,High,1,2,0,Delivered
Oct-24,Monday,Desserts,Direct App,Wallet,Lunch (11am-2pm),1,214.49,25,13,19,0,3,3.9,Clear,High,1,0,1,Delivered
Mar-23,Sunday,Pizza,Swiggy,Debit Card,Afternoon (2-5pm),2,1049.22,0,27,37,0,24.9,4.1,Clear,Medium,0,0,0,Delivered
Nov-24,Thursday,Pasta,Swiggy,Credit Card,Late Night (11pm-2am),3,1125.36,0,19,44,0,13.1,4.5,Clear,Medium,1,0,0,Delivered
Nov-24,Wednesday,Healthy Bowls,Direct App,UPI,Dinner (8-11pm),6,1132.5,0,10,42,0,15.3,3.5,Clear,Medium,2,0,0,Delivered
Jul-23,Saturday,Healthy Bowls,Swiggy,Cash on Delivery,Lunch (11am-2pm),2,452.32,10,14,33,0,2.6,4.8,Clear,Low,1,0,0,Delivered
Feb-23,Wednesday,Wraps & Rolls,Website,Credit Card,Morning (7-11am),6,1272.06,0,8,21,0,19,3.8,Clear,High,0,0,0,Delivered
Nov-24,Tuesday,Desserts,Direct App,UPI,Late Night (11pm-2am),4,674.52,15,14,15,0,6,2.9,Stormy,Very High,1,0,0,Cancelled
Jun-24,Wednesday,Beverages,Swiggy,Cash on Delivery,Afternoon (2-5pm),4,601.2,15,6,21,0,22.6,4.2,Cloudy,Medium,1,0,0,Delivered
May-23,Tuesday,Chinese,Website,Cash on Delivery,Lunch (11am-2pm),2,437.38,0,15,43,0,5.9,4.5,Clear,High,0,1,0,Delivered
Mar-23,Monday,Wraps & Rolls,Zomato,Cash on Delivery,Afternoon (2-5pm),4,365.56,25,14,36,0,5.6,3.3,Clear,High,0,0,0,Delivered
Jul-24,Monday,Healthy Bowls,Swiggy,Wallet,Lunch (11am-2pm),2,357.42,5,18,56,0,1.9,4.6,Cloudy,High,1,0,0,Refunded
Mar-24,Tuesday,Burgers,Direct App,Wallet,Morning (7-11am),3,769.44,0,12,27,0,12.3,4.8,Clear,Low,0,0,0,Delivered
Dec-23,Saturday,Pizza,Swiggy,Credit Card,Dinner (8-11pm),5,2930.45,10,21,43,0,14.6,3.2,Rainy,Very High,1,0,0,Cancelled
Oct-23,Tuesday,Wraps & Rolls,Direct App,Wallet,Late Night (11pm-2am),4,509.92,10,14,26,0,2.6,5,Cloudy,Medium,1,0,0,Refunded
Jul-24,Monday,Wraps & Rolls,Direct App,Debit Card,Morning (7-11am),6,1126.44,15,15,21,0,19.6,2.9,Rainy,Medium,1,2,0,Cancelled
Mar-24,Friday,Pizza,Swiggy,Debit Card,Late Night (11pm-2am),6,2829.72,0,22,58,0,11.9,3,Clear,Low,0,0,1,Delivered
Sep-24,Thursday,South Indian,Website,Credit Card,Late Night (11pm-2am),1,141.44,20,17,23,0,13.6,3,Cloudy,Medium,0,1,0,Cancelled
Jul-24,Sunday,Healthy Bowls,Zomato,Cash on Delivery,Late Night (11pm-2am),5,1319.95,10,20,17,0,11.6,4.7,Clear,Low,1,0,1,Delivered
Apr-24,Monday,Pizza,Zomato,Credit Card,Evening (5-8pm),1,437.16,15,28,33,0,10.6,4.1,Stormy,Medium,1,2,0,Cancelled
Sep-23,Sunday,Wraps & Rolls,Zomato,Debit Card,Evening (5-8pm),2,374.48,20,16,43,0,14.4,2.9,Cloudy,Medium,0,0,0,Delivered
Feb-23,Wednesday,Wraps & Rolls,Direct App,Cash on Delivery,Morning (7-11am),1,170.35,0,12,44,0,4.7,3.6,Clear,High,0,1,0,Delivered
